901;902;906;907;908;911;912;917;918;934;935;939;940;941;942;943;944;945;946;949;950;957;958;959;961;962;974;981;982;986;987;66
RNE;EXP_N;EXP_NE;FNS;FTUXG;RSE ;BIPOLOS;FSECO;RSECO;FMCGU;FCOMC;GER. S. MESA;(-)FNE;FNE;FXGTR + FXGET C. LPP 101;FXGET + FXGTR - (FC-N + GER. NORTE - CARGA NORTE - N-FC);FTRXG;FETXG;FXGTC;FXGTR + FXGET - C. LPP 112;FXGTR + FXGET - C. LPP 113;IMP. SE/CO;Bipolo Madeira (GER.STO ANT.1e2+JIRAU-BK TO BK);RSUL;FSENE;FMCCO;RECEB. N;FNS + FNESE;FNESE;FSUL;(-)RSE;IT60HZ
